ID,createdAt,createdBy,modifiedAt,modifiedBy,customer_id,customer_name,region_ID,status,deleted
3c2aa655-8d8b-41c3-a6c8-042418acc3a9,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001126395,Aceros Aza S.A.,07002277-622e-4cdf-9a92-d17969b1faa7,Active,
efaac15d-68fa-4332-973f-fad240032bf8,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001220650,PRODIGIOS INTERACTIVOS S.A.,d79cad13-6b6d-4552-b3af-bd0c70481cf1,Active,
6c0f0987-c8e8-4dcd-af70-65b512304c4f,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0012009725,Condor Footwear (India) Ltd,d95e0c13-4db9-4eef-8327-bb22fc6fd5ef,Active,
5261419f-9d60-42dc-8705-9322eb143752,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0016094267,Grant Thornton LLP,f963df2f-da3f-4148-a0f8-6c127aded621,Active,
38620349-fa0f-4622-b5ac-ad9a154e62a5,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001091864,Hofmann Menü-Manufaktur GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
05acb875-d128-48d9-83ea-afb0bc0e0de9,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001087195,Coop Mineraloel AG,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
ed33784e-4be8-424c-89e4-1e18633533d7,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0007177194,MILCOBEL C.V.B.A.,cf73be2c-05c4-4ce2-932f-69cc8d0e35ef,Active,
d5623f3e-2066-4c48-85f6-6eeff3081652,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001188103,BHS Corrugated Maschinen- und,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
2c42b1f8-a3bd-498d-a76e-bea149f8c319,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0004261056,NAVANTIA S.A.,d79cad13-6b6d-4552-b3af-bd0c70481cf1,Active,
4965cb50-db80-4083-95c2-aaac87d85b4e,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0026839355,Cox Automotive Australia Pty Ltd,4492e0f8-2948-43a7-b3a6-a08409d03822,Active,
cd7461cc-f285-4fc4-9fe2-6d3a8d0cadfa,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0011468484,Anheuser-Busch InBev SA,cf73be2c-05c4-4ce2-932f-69cc8d0e35ef,Active,
de612b7b-3df6-461f-8154-f7922e3a7674,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001090732,FERROCARRIL METROPOLITA DE,d79cad13-6b6d-4552-b3af-bd0c70481cf1,Active,
e10e8a9f-3d7c-4291-9fc4-37260e0de80d,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001100143,Sulzer Management AG,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
982e8bc5-09e7-4053-a589-42f656199fb1,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001098062,Pfeifer Holz GmbH & Co KG,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
a2b22db6-6074-4004-90db-8e2b81937671,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0012000647,Printec Hellas S.M.S.A.,baf7b11f-ed96-40f9-8dec-5c604ca035c6,Active,
c9164aaa-0206-4117-a66d-06e723d36444,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000163055,FortisBC Holdings Inc.,33fb58ac-221b-43a4-988e-c284b848013c,Active,
44f88517-1501-40b2-a6e0-546f3bf15a3e,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001103252,IC Group A/S,0cb49ac0-f4ec-4bdb-a23b-66301130887c,Active,
1d432299-b8d7-4847-8454-19c15d0e9e6a,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000032576,Balta Industries NV,cf73be2c-05c4-4ce2-932f-69cc8d0e35ef,Active,
e43554be-ed6e-4d29-9dc9-69da3ee26fb1,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001170215,NTN SNR ROULEMENTS,7415e82a-9b8e-4e4a-810a-28f8e78cbd58,Active,
c2691eee-45ca-4157-96e6-bb8e19e47b32,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000043889,Coöperatie Koninklijke Cosun U.A,92ab9a0a-d52f-40e3-87c2-862c2e0a0b00,Active,
12c117ed-449c-46f2-a17e-175b4d161e52,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000159961,Danfoss A/S,0cb49ac0-f4ec-4bdb-a23b-66301130887c,Active,
e68c0fec-e313-4f19-b5e3-20401b37ad8f,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000207569,Merit Energy Company,3c954c5b-6edd-4cda-a997-5957a2f51f84,Active,
f0ea7c18-6f43-4d42-8cc8-154b826cc84f,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001099201,Triumph Intertrade AG,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
a2a4fe7f-ba31-4948-9c53-c18730552991,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000160504,Eastman Kodak Company,5dde88dc-1d6d-4b8b-a563-20cfb6692991,Active,
334b0fc9-5b86-4f61-9c20-5ff9028ba84e,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001162117,Cielo S.A.,7c378a7c-a04e-4645-bc08-46c2cf1e6fb6,Active,
a36a40f2-cd1f-4e6d-82c3-8129d2f2ad46,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050115797,Deloitte Global Services Limited,5dde88dc-1d6d-4b8b-a563-20cfb6692991,Active,
09a5f2a0-1105-4472-ab2f-8fb00c2ed131,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0002145583,Kanton Bern handelnd durch das Amt für,efa2b126-e8d4-43da-a24c-f0c864a40a53,Active,
3d4e1f9c-33b6-4acb-8ebf-08cd523e62dd,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050001456,NS Agro S.A,07002277-622e-4cdf-9a92-d17969b1faa7,Active,
023dcb21-0433-4bee-9e22-2bacd5995f64,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001102206,SACMI Imola S.C.,baf7b11f-ed96-40f9-8dec-5c604ca035c6,Active,
c426167f-3df3-49c8-8b98-130483d55c89,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001152882,Celulose Nipo-Brasileira S.A.,7c378a7c-a04e-4645-bc08-46c2cf1e6fb6,Active,
cb13459e-228c-47d8-acaf-1ba91efcc5f0,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050099912,Die Autobahn des Bundes GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
20b28201-a203-4aac-b391-92df48fd6d3f,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0005011998,Cristalerias De Chile S.A.,07002277-622e-4cdf-9a92-d17969b1faa7,Active,
17b405d0-6d8f-4008-b985-f48240c51085,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0010395401,Tas'helat Marketing Company,bb463801-f7a3-4caf-8bdc-5061475aded3,Active,
940b654d-713b-4102-b0db-ba41f2d866fe,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0002480584,Sahara International Petrochemical,bb463801-f7a3-4caf-8bdc-5061475aded3,Active,
7120fa70-ccae-444b-98fb-1b607105dfed,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0015293223,FERROVIAL CORPORACION S.A.U.,d79cad13-6b6d-4552-b3af-bd0c70481cf1,Active,
f36d5d2e-7f21-4b68-9140-45e312cee627,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001138466,Ströer SE & Co. KGaA,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
a522eff4-e9d3-4294-b860-2068337c275b,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0006187625,Aktek Bilgi Iletisim Teknoloji,d79cad13-6b6d-4552-b3af-bd0c70481cf1,Active,
3071b80e-6477-4570-a1fc-ebfa215d2874,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000031509,Perfetti Van Melle ICT B.V.,92ab9a0a-d52f-40e3-87c2-862c2e0a0b00,Active,
d25990ba-0017-4fa5-8034-6be3272f8058,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0003373522,BreadTalk Group Pte Ltd,3c50aae7-e0b9-4082-9299-7891dd421e93,Active,
f2591cee-e633-4de8-a8bc-bce8d494ffd5,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0031716262,XPO LOGISTICS DRINKS LIMITED,c743e6f1-405d-421d-9f36-2fbf6e0cb02f,Active,
d0ac5c6e-f712-4754-af5b-024573a9d254,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001129448,Nintendo of Europe GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
f7324e5e-1550-4cfd-9fb1-b4ff2e81c6d9,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0050036378,Chrysaor E&P Services Limited,c743e6f1-405d-421d-9f36-2fbf6e0cb02f,Active,
a25c1754-8e07-46cf-8537-c44c4f9e2240,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001217020,KNF Neuberger GmbH,b18e9bd3-e8b4-4295-bd5f-47317ffe6318,Active,
1e05fc59-2f23-45d2-8e9f-e4742585a47f,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001209718,De Beers Group Services (Pty) Limited,83835bf1-4eb1-4d45-bef4-d99b416e5999,Active,
b1d386ba-1f4f-4d44-9180-9ef930a0da60,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001186664,Budimex S.A.,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
9725869b-13ce-496a-b9cd-48af75a0ef36,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0001099939,Gebauer & Griller Kabelwerke,60b607bf-c266-4a7e-abe4-926bfff5534d,Active,
b478e1a4-b0a3-44e1-a887-b4f9b50bde02,2022-02-22 13:00:44.4080000,anonymous,2022-02-22 13:00:44.4080000,anonymous,0000031152,DSM Group Business Services B.V.,92ab9a0a-d52f-40e3-87c2-862c2e0a0b00,Active,
